time_hrs,T_center_F_adiabatic,T_max_xs_F,T_ambient_F
48.0000,114.1340,114.2420,73.0040
48.0833,114.1880,114.2960,73.0040
48.1667,114.2420,114.3500,73.0040
48.2500,114.2960,114.4040,73.0040
48.3333,114.3500,114.4580,73.0040
48.4167,114.4040,114.5120,73.0040
48.5000,114.4580,114.5660,73.0040
48.5833,114.5120,114.6200,73.0040
48.6667,114.5660,114.6740,73.0040
48.7500,114.6200,114.7280,73.0040
48.8333,114.6740,114.7820,73.0040
48.9167,114.7280,114.8360,73.0040
49.0000,114.7640,114.8900,73.0040
49.0833,114.8180,114.9440,73.0040
49.1667,114.8720,114.9800,73.0040
49.2500,114.9260,115.0340,73.0040
49.3333,114.9800,115.0880,73.0040
49.4167,115.0340,115.1420,73.0040
49.5000,115.0880,115.1960,73.0040
49.5833,115.1420,115.2500,73.0040
49.6667,115.1960,115.3040,73.0040
49.7500,115.2500,115.3580,73.0040
49.8333,115.2860,115.3940,73.0040
49.9167,115.3400,115.4480,73.0040
50.0000,115.3940,115.5020,73.0040
50.0833,115.4480,115.5560,73.0040
50.1667,115.5020,115.6100,73.0040
50.2500,115.5560,115.6640,73.0040
50.3333,115.6100,115.7000,73.0040
50.4167,115.6640,115.7540,73.0040
50.5000,115.7000,115.8080,73.0040
50.5833,115.7540,115.8620,73.0040
50.6667,115.8080,115.9160,73.0040
50.7500,115.8620,115.9700,73.0040
50.8333,115.9160,116.0060,73.0040
50.9167,115.9700,116.0600,73.0040
51.0000,116.0060,116.1140,73.0040
51.0833,116.0600,116.1680,73.0040
51.1667,116.1140,116.2040,73.0040
51.2500,116.1680,116.2580,73.0040
51.3333,116.2220,116.3120,73.0040
51.4167,116.2580,116.3660,73.0040
51.5000,116.3120,116.4200,73.0040
51.5833,116.3660,116.4560,73.0040
51.6667,116.4200,116.5100,73.0040
51.7500,116.4740,116.5640,73.0040
51.8333,116.5100,116.6180,73.0040
51.9167,116.5640,116.6540,73.0040
52.0000,116.6180,116.7080,73.0040
52.0833,116.6720,116.7620,73.0040
52.1667,116.7080,116.7980,73.0040
52.2500,116.7620,116.8520,73.0040
52.3333,116.8160,116.9060,73.0040
52.4167,116.8700,116.9600,73.0040
52.5000,116.9060,116.9960,73.0040
52.5833,116.9600,117.0500,73.0040
52.6667,117.0140,117.1040,73.0040
52.7500,117.0680,117.1400,73.0040
52.8333,117.1040,117.1940,73.0040
52.9167,117.1580,117.2480,73.0040
53.0000,117.2120,117.2840,73.0040
53.0833,117.2480,117.3380,73.0040
53.1667,117.3020,117.3920,73.0040
53.2500,117.3560,117.4280,73.0040
53.3333,117.4100,117.4820,73.0040
53.4167,117.4460,117.5360,73.0040
53.5000,117.5000,117.5720,73.0040
53.5833,117.5540,117.6260,73.0040
53.6667,117.5900,117.6800,73.0040
53.7500,117.6440,117.7160,73.0040
53.8333,117.6980,117.7700,73.0040
53.9167,117.7340,117.8240,73.0040
54.0000,117.7880,117.8600,73.0040
54.0833,117.8420,117.9140,73.0040
54.1667,117.8780,117.9500,73.0040
54.2500,117.9320,118.0040,73.0040
54.3333,117.9860,118.0580,73.0040
54.4167,118.0220,118.0940,73.0040
54.5000,118.0760,118.1480,73.0040
54.5833,118.1300,118.1840,73.0040
54.6667,118.1660,118.2380,73.0040
54.7500,118.2200,118.2740,73.0040
54.8333,118.2560,118.3280,73.0040
54.9167,118.3100,118.3820,73.0040
55.0000,118.3640,118.4180,73.0040
55.0833,118.4000,118.4720,73.0040
55.1667,118.4540,118.5080,73.0040
55.2500,118.4900,118.5620,73.0040
55.3333,118.5440,118.5980,73.0040
55.4167,118.5980,118.6520,73.0040
55.5000,118.6340,118.7060,73.0040
55.5833,118.6880,118.7420,73.0040
55.6667,118.7240,118.7960,73.0040
55.7500,118.7780,118.8320,73.0040
55.8333,118.8320,118.8860,73.0040
55.9167,118.8680,118.9220,73.0040
56.0000,118.9220,118.9760,73.0040
56.0833,118.9580,119.0300,73.0040
56.1667,119.0120,119.0660,73.0040
56.2500,119.0480,119.1200,73.0040
56.3333,119.1020,119.1560,73.0040
56.4167,119.1380,119.2100,73.0040
56.5000,119.1920,119.2460,73.0040
56.5833,119.2460,119.3000,73.0040
56.6667,119.2820,119.3360,73.0040
56.7500,119.3360,119.3900,73.0040
56.8333,119.3720,119.4260,73.0040
56.9167,119.4260,119.4800,73.0040
57.0000,119.4620,119.5160,73.0040
57.0833,119.5160,119.5700,73.0040
57.1667,119.5520,119.6060,73.0040
57.2500,119.6060,119.6600,73.0040
57.3333,119.6420,119.6960,73.0040
57.4167,119.6960,119.7500,73.0040
57.5000,119.7320,119.7860,73.0040
57.5833,119.7860,119.8400,73.0040
