time_hrs,c_top,c_mid,c_bot,mid_quarter,mid_corner
154.5000,76.2620,146.2640,114.3140,146.2640,94.3160
154.5833,76.2980,146.2640,114.3140,146.2640,94.3340
154.6667,76.3340,146.2820,114.3140,146.2820,94.3340
154.7500,76.3520,146.3000,114.3320,146.3000,94.3520
154.8333,76.3880,146.3000,114.3320,146.3000,94.3700
154.9167,76.4060,146.3180,114.3320,146.3180,94.3700
155.0000,76.4240,146.3180,114.3500,146.3180,94.3880
155.0833,76.4420,146.3360,114.3500,146.3360,94.3880
155.1667,76.4600,146.3540,114.3500,146.3540,94.4060
155.2500,76.4780,146.3540,114.3680,146.3540,94.4060
155.3333,76.4960,146.3720,114.3680,146.3720,94.4240
155.4167,76.4960,146.3900,114.3680,146.3900,94.4240
155.5000,76.5140,146.3900,114.3860,146.3900,94.4240
155.5833,76.5140,146.4080,114.3860,146.4080,94.4420
155.6667,76.5140,146.4080,114.3860,146.4080,94.4420
155.7500,76.5140,146.4260,114.4040,146.4260,94.4420
155.8333,76.5140,146.4440,114.4040,146.4440,94.4420
155.9167,76.5140,146.4440,114.4040,146.4440,94.4600
156.0000,76.4960,146.4620,114.4220,146.4620,94.4600
156.0833,76.4960,146.4620,114.4220,146.4620,94.4600
156.1667,76.4780,146.4800,114.4220,146.4800,94.4600
156.2500,76.4780,146.4980,114.4400,146.4980,94.4600
156.3333,76.4600,146.4980,114.4400,146.4980,94.4600
156.4167,76.4420,146.5160,114.4400,146.5160,94.4780
156.5000,76.4240,146.5340,114.4580,146.5340,94.4780
156.5833,76.4060,146.5340,114.4580,146.5340,94.4780
156.6667,76.3880,146.5520,114.4580,146.5520,94.4960
156.7500,76.3520,146.5520,114.4760,146.5520,94.4960
156.8333,76.3340,146.5700,114.4760,146.5700,94.5140
156.9167,76.2980,146.5880,114.4760,146.5880,94.5140
157.0000,76.2800,146.5880,114.4940,146.5880,94.5320
157.0833,76.2440,146.6060,114.4940,146.6060,94.5320
157.1667,76.2080,146.6060,114.4940,146.6060,94.5500
157.2500,76.1720,146.6240,114.5120,146.6240,94.5500
157.3333,76.1360,146.6420,114.5120,146.6420,94.5500
157.4167,76.1000,146.6420,114.5120,146.6420,94.5680
157.5000,76.0640,146.6600,114.5300,146.6600,94.5680
157.5833,76.0100,146.6600,114.5300,146.6600,94.5680
157.6667,75.9740,146.6780,114.5300,146.6780,94.5680
157.7500,75.9200,146.6960,114.5480,146.6960,94.5500
157.8333,75.8660,146.6960,114.5480,146.6960,94.5500
157.9167,75.8120,146.7140,114.5480,146.7140,94.5500
158.0000,75.7580,146.7140,114.5660,146.7140,94.5500
158.0833,75.7040,146.7320,114.5660,146.7320,94.5320
158.1667,75.6500,146.7500,114.5660,146.7500,94.5320
158.2500,75.5960,146.7500,114.5840,146.7500,94.5140
158.3333,75.5420,146.7680,114.5840,146.7680,94.4960
158.4167,75.4880,146.7680,114.5840,146.7680,94.4780
158.5000,75.4340,146.7860,114.6020,146.7860,94.4600
158.5833,75.3800,146.8040,114.6020,146.8040,94.4420
158.6667,75.3080,146.8040,114.6020,146.8040,94.4240
158.7500,75.2540,146.8220,114.6200,146.8220,94.4060
158.8333,75.2000,146.8220,114.6200,146.8220,94.3880
158.9167,75.1280,146.8400,114.6200,146.8400,94.3520
159.0000,75.0740,146.8580,114.6380,146.8580,94.3340
159.0833,75.0020,146.8580,114.6380,146.8580,94.3160
159.1667,74.9480,146.8760,114.6380,146.8760,94.2800
159.2500,74.8940,146.8760,114.6560,146.8760,94.2620
159.3333,74.8220,146.8940,114.6560,146.8940,94.2260
159.4167,74.7680,146.9120,114.6560,146.9120,94.2080
159.5000,74.6960,146.9120,114.6740,146.9120,94.1900
159.5833,74.6420,146.9300,114.6740,146.9300,94.1720
159.6667,74.5880,146.9300,114.6740,146.9300,94.1360
159.7500,74.5340,146.9480,114.6920,146.9480,94.1180
159.8333,74.4800,146.9480,114.6920,146.9480,94.1000
159.9167,74.4080,146.9660,114.6920,146.9660,94.0820
160.0000,74.3540,146.9840,114.7100,146.9840,94.0640
160.0833,74.3000,146.9840,114.7100,146.9840,94.0460
160.1667,74.2460,147.0020,114.7100,147.0020,94.0280
160.2500,74.1920,147.0020,114.7280,147.0020,94.0100
160.3333,74.1380,147.0200,114.7280,147.0200,93.9920
160.4167,74.0840,147.0380,114.7280,147.0380,93.9740
160.5000,74.0300,147.0380,114.7460,147.0380,93.9740
160.5833,73.9760,147.0560,114.7460,147.0560,93.9560
160.6667,73.9400,147.0560,114.7460,147.0560,93.9560
160.7500,73.8860,147.0740,114.7640,147.0740,93.9380
160.8333,73.8320,147.0740,114.7640,147.0740,93.9380
160.9167,73.7780,147.0920,114.7640,147.0920,93.9380
161.0000,73.7420,147.1100,114.7820,147.1100,93.9380
161.0833,73.6880,147.1100,114.7820,147.1100,93.9200
161.1667,73.6340,147.1280,114.7820,147.1280,93.9200
161.2500,73.5980,147.1280,114.8000,147.1280,93.9200
161.3333,73.5440,147.1460,114.8000,147.1460,93.9020
161.4167,73.4900,147.1640,114.8000,147.1640,93.9020
161.5000,73.4540,147.1640,114.8180,147.1640,93.8840
161.5833,73.4000,147.1820,114.8180,147.1820,93.8840
161.6667,73.3640,147.1820,114.8180,147.1820,93.8660
161.7500,73.3100,147.2000,114.8360,147.2000,93.8480
161.8333,73.2740,147.2000,114.8360,147.2000,93.8300
161.9167,73.2200,147.2180,114.8360,147.2180,93.8120
162.0000,73.1840,147.2360,114.8360,147.2360,93.7940
162.0833,73.1300,147.2360,114.8540,147.2360,93.7760
162.1667,73.0940,147.2540,114.8540,147.2540,93.7580
162.2500,73.0400,147.2540,114.8540,147.2540,93.7400
162.3333,73.0040,147.2720,114.8720,147.2720,93.7220
162.4167,72.9680,147.2720,114.8720,147.2720,93.7040
162.5000,72.9140,147.2900,114.8720,147.2900,93.7040
162.5833,72.8780,147.3080,114.8900,147.3080,93.6860
162.6667,72.8420,147.3080,114.8900,147.3080,93.6680
162.7500,72.7880,147.3260,114.8900,147.3260,93.6680
162.8333,72.7520,147.3260,114.9080,147.3260,93.6500
162.9167,72.7160,147.3440,114.9080,147.3440,93.6500
163.0000,72.6800,147.3440,114.9080,147.3440,93.6320
163.0833,72.6260,147.3620,114.9260,147.3620,93.6320
163.1667,72.5900,147.3800,114.9260,147.3800,93.6140
163.2500,72.5540,147.3800,114.9260,147.3800,93.6140
163.3333,72.5180,147.3980,114.9440,147.3980,93.5960
163.4167,72.4820,147.3980,114.9440,147.3980,93.5960
163.5000,72.4280,147.4160,114.9440,147.4160,93.5780
163.5833,72.3920,147.4160,114.9620,147.4160,93.5600
163.6667,72.3560,147.4340,114.9620,147.4340,93.5420
163.7500,72.3200,147.4340,114.9620,147.4340,93.5420
163.8333,72.2840,147.4520,114.9800,147.4520,93.5240
163.9167,72.2480,147.4700,114.9800,147.4700,93.5060
164.0000,72.2120,147.4700,114.9800,147.4700,93.4880
164.0833,72.1760,147.4880,114.9800,147.4880,93.4700
164.1667,72.1400,147.4880,114.9980,147.4880,93.4520
164.2500,72.1040,147.5060,114.9980,147.5060,93.4340
164.3333,72.0680,147.5060,114.9980,147.5060,93.4160
164.4167,72.0320,147.5240,115.0160,147.5240,93.3980
164.5000,71.9960,147.5420,115.0160,147.5420,93.3800
164.5833,71.9600,147.5420,115.0160,147.5420,93.3620
164.6667,71.9240,147.5600,115.0340,147.5600,93.3440
164.7500,71.8880,147.5600,115.0340,147.5600,93.3260
164.8333,71.8520,147.5780,115.0340,147.5780,93.3080
164.9167,71.8160,147.5780,115.0520,147.5780,93.2900
165.0000,71.7800,147.5960,115.0520,147.5960,93.2720
165.0833,71.7440,147.5960,115.0520,147.5960,93.2540
165.1667,71.7080,147.6140,115.0700,147.6140,93.2360
165.2500,71.6720,147.6320,115.0700,147.6320,93.2180
165.3333,71.6540,147.6320,115.0700,147.6320,93.2000
165.4167,71.6180,147.6500,115.0700,147.6500,93.1820
165.5000,71.5820,147.6500,115.0880,147.6500,93.1640
165.5833,71.5460,147.6680,115.0880,147.6680,93.1460
165.6667,71.5100,147.6680,115.0880,147.6680,93.1280
165.7500,71.4920,147.6860,115.1060,147.6860,93.1100
165.8333,71.4560,147.6860,115.1060,147.6860,93.0920
165.9167,71.4200,147.7040,115.1060,147.7040,93.0740
166.0000,71.3840,147.7220,115.1240,147.7220,93.0560
166.0833,71.3660,147.7220,115.1240,147.7220,93.0200
166.1667,71.3300,147.7400,115.1240,147.7400,93.0020
166.2500,71.2940,147.7400,115.1420,147.7400,92.9840
166.3333,71.2760,147.7580,115.1420,147.7580,92.9660
166.4167,71.2400,147.7580,115.1420,147.7580,92.9480
166.5000,71.2040,147.7760,115.1420,147.7760,92.9300
166.5833,71.1860,147.7760,115.1600,147.7760,92.9120
166.6667,71.1500,147.7940,115.1600,147.7940,92.8940
166.7500,71.1320,147.7940,115.1600,147.7940,92.8760
166.8333,71.0960,147.8120,115.1780,147.8120,92.8580
166.9167,71.0780,147.8300,115.1780,147.8300,92.8400
167.0000,71.0420,147.8300,115.1780,147.8300,92.8220
167.0833,71.0060,147.8480,115.1960,147.8480,92.8040
167.1667,70.9880,147.8480,115.1960,147.8480,92.7860
167.2500,70.9520,147.8660,115.1960,147.8660,92.7680
167.3333,70.9340,147.8660,115.2140,147.8660,92.7500
167.4167,70.8980,147.8840,115.2140,147.8840,92.7320
167.5000,70.8800,147.8840,115.2140,147.8840,92.7140
167.5833,70.8440,147.9020,115.2140,147.9020,92.6960
167.6667,70.8260,147.9020,115.2320,147.9020,92.6780
167.7500,70.7900,147.9200,115.2320,147.9200,92.6780
167.8333,70.7720,147.9380,115.2320,147.9380,92.6600
167.9167,70.7540,147.9380,115.2500,147.9380,92.6420
168.0000,70.7180,147.9560,115.2500,147.9560,92.6240
